Class_ID, Name, Sample_Num, Flag
n004676, "Kaya_Yanar", 473, 1
n004677, "Kayky_Brito", 401, 1
n004678, "Kazimierz_Moskal", 209, 0
n004679, "Kazimierz_Nycz", 465, 0
n004680, "Kazue_Fukiishi", 253, 1
n004681, "Kazunari_Ninomiya", 467, 1
n004682, "Keb_Mo", 263, 1
n004683, "Keegan-Michael_Key", 431, 1
n004684, "Keerthi_Chawla", 361, 1
n004685, "Kei_Kamara", 215, 1
n004686, "Kei_Nishikori", 531, 1
n004687, "Keiko_Kitagawa", 395, 1
n004688, "Keisha_Buchanan", 493, 1
n004689, "Keisha_Castle-Hughes", 385, 1
n004690, "Keisuke_Honda", 421, 1
n004691, "Keith_Jardine", 221, 1
n004692, "Keith_Millen", 154, 1
n004693, "Kelis", 541, 1
n004694, "Kelli_McCarty", 128, 1
n004695, "Kellie_Pickler", 563, 1
n004696, "Kellie_Shirley", 218, 1
n004697, "Kelly_Ayotte", 412, 1
n004698, "Kelly_Blatz", 204, 1
n004699, "Kelly_Choi", 257, 1
n004700, "Kelly_Hu", 425, 1
n004701, "Kelly_Misa", 331, 1
n004702, "Kelly_Olynyk", 357, 1
n004703, "Kelly_Ripa", 611, 1
n004704, "Kelly_Rowland", 262, 1
n004705, "Kelly_Stables", 229, 1
n004706, "Kelsey_Chow", 373, 1
n004707, "Kelsey-Beth_Crossley", 197, 1
n004708, "Kemal_Dervis", 208, 1
n004709, "Kemal_Kilicdaroglu", 546, 0
n004710, "Kemal_Sunal", 387, 1
n004711, "Ken_Clarke", 396, 1
n004712, "Ken_Davitian", 397, 0
n004713, "Ken_Duken", 430, 1
n004714, "Ken_Livingstone", 477, 1
n004715, "Ken_Loach", 255, 1
n004716, "Ken_Norto",_Jr.", 153, 1
n004717, "Ken_Whisenhunt", 345, 1
n004718, "Kenan_Imirzalioglu", 568, 1
n004719, "Kendrick_Perkins", 311, 0
n004720, "Kenenisa_Bekele", 514, 1
n004721, "Kenichi_Matsuyama", 356, 1
n004722, "Kenneth_Faried", 305, 1
n004724, "Kenny_Dalglish", 469, 1
n004725, "Kent_Nagano", 300, 1
n004726, "Kenwyne_Jones", 260, 1
n004727, "Kenyon_Martin", 345, 1
n004728, "Kerem_Tunceri", 375, 1
n004729, "Kerri_Kasem", 470, 1
n004730, "Kerri-Anne_Kennerley", 431, 1
n004731, "Kerron_Stewart", 382, 1
n004732, "Kerry_Ellis", 350, 1
n004733, "Kerry_Von_Erich", 229, 1
n004734, "Kerstin_Garefrekes", 342, 1
n004735, "Keshia_Knight_Pulliam", 444, 1
n004736, "Ketil_Solvik-Olsen", 421, 1
n004737, "Kevin_Costner", 525, 1
n004738, "Kevin_Dillon", 537, 0
n004739, "Kevin_Durand", 318, 1
n004740, "Kevin_Durant", 459, 1
n004741, "Kevin_Gates", 364, 1
n004742, "Kevin_Grosskreutz", 457, 1
n004743, "Kevin_Jonas", 524, 0
n004744, "Kevin_Kampl", 427, 1
n004745, "Kevin_Kuranyi", 489, 1
n004746, "Kevin_Levrone", 301, 1
n004747, "Kevin_Magnussen", 406, 1
n004748, "Kevin_Mirallas", 368, 1
n004749, "Kevin_Muscat", 270, 1
n004750, "Kevin_Ollie", 402, 1
n004751, "Kevin_Owens", 255, 1
n004752, "Kevin_Painter", 172, 1
n004753, "Kevin_Pietersen", 461, 1
n004754, "Kevin_Prince", 369, 1
n004755, "Kevin_Sinfield", 377, 1
n004756, "Kevin_Sorbo", 441, 0
n004757, "Kevin_Streelman", 222, 1
n004758, "Kevin_Strootman", 336, 1
n004759, "Kevin_Trapp", 366, 1
n004760, "Kevin_Youkilis", 268, 1
n004761, "Kevin_Zegers", 483, 1
n004762, "Keyshia_Cole", 413, 1
n004763, "Kgalema_Motlanthe", 451, 1
n004764, "Khairy_Jamaluddin", 460, 1
n004765, "Khaldoon_Al_Mubarak", 341, 1
n004766, "Khalid_El-Amin", 179, 1
n004767, "Khalifa_bin_Zayed_Al_Nahyan", 222, 1
n004768, "Khalil_Fong", 240, 1
n004769, "Khawaja_Saad_Rafique", 384, 1
n004770, "Kherington_Payne", 276, 1
n004771, "Khloe_Kardashian", 463, 0
n004772, "Khotan_Fernandez", 188, 1
n004773, "Ki_Sung-yueng", 507, 1
n004774, "Kieran_Foran", 352, 1
n004775, "Kieren_Fallon", 247, 1
n004776, "Kieza", 279, 1
n004777, "Kiki_Bertens", 310, 1
n004778, "Kiko_Casilla", 275, 1
n004779, "Killer_Mike", 296, 1
n004780, "Kim__Xuan", 358, 1
n004781, "Kim_Cattrall", 464, 1
n004782, "Kim_Clijsters", 485, 1
n004783, "Kim_Dotcom", 331, 1
n004784, "Kim_Gevaert", 364, 1
n004785, "Kim_Ha-neul", 513, 1
n004786, "Kim_Hyo-jin", 381, 1
n004787, "Kim_Hyun-joo", 525, 1
n004788, "Kim_Hyun-joong", 251, 0
n004790, "Kim_Jae-wook", 372, 1
n004791, "Kim_Jeong-hoon", 405, 1
n004792, "Kim_Jong-dae", 399, 1
n004793, "Kim_Jong-un", 464, 0
n004794, "Kim_Jonghyun", 480, 1
n004796, "Kim_Jung-hwa", 247, 1
n004797, "Kim_Kang-woo", 405, 1
n004798, "Kim_Ki-duk", 222, 0
n004799, "Kim_Kulig", 359, 1
n004800, "Kim_Kyu-jong", 604, 1
n004801, "Kim_Kotter", 253, 0
n004802, "Kim_Matula", 421, 1
n004804, "Kim_Myung-min", 398, 1
n004805, "Kim_Myung-soon", 286, 1
n004806, "Kim_Ryeowook", 814, 1
n004807, "Kim_Sa-rang", 375, 1
n004808, "Kim_Seung-woo", 401, 1
n004809, "Kim_Shi-hoo", 405, 1
n004810, "Kim_So-yeon", 425, 1
n004812, "Kim_Tae-hoi", 372, 0
n004813, "Kim_Wilde", 541, 0
n004814, "Kim_You-sung", 268, 1
n004816, "Kim-Lian", 305, 1
n004817, "Kimberlee_Green", 209, 1
n004818, "Kimberley_Davies", 285, 1
n004819, "Kimberley_Locke", 365, 1
n004820, "Kimberley_Walsh", 609, 1
n004821, "Kimberly_Caldwell", 377, 1
n004822, "Kimberly_Guilfoyle", 387, 1
n004823, "Kimberly_Schlapman", 426, 1
n004824, "Kimbo_Slice", 294, 1
n004825, "Kimi_Raikkonen", 485, 1
n004826, "Kimora_Lee_Simmons", 576, 0
n004827, "Kina_Malpartida", 355, 1
n004828, "King_Kamali", 208, 1
n004829, "King_Khan", 412, 1
n004830, "Kinga_Preis", 482, 1
n004831, "Kinga_Rusin", 654, 1
n004832, "Kingone_Wang", 304, 1
n004833, "Kinky_Friedman", 247, 1
n004834, "Kinshuk_Mahajan", 419, 1
n004835, "Kiowa_Gordon", 455, 1
n004836, "Kipton_Cronkite", 204, 1
n004837, "Kiran_Chetry", 271, 1
n004838, "Kiran_Mazumdar-Shaw", 360, 1
n004839, "Kiran_Rathod", 302, 1
n004840, "Kirk_Acevedo", 315, 1
n004841, "Kirk_Franklin", 329, 1
n004842, "Kirk_Hinrich", 338, 1
n004843, "Kirron_Kher", 606, 1
n004844, "Kirsten_Dunst", 654, 1
n004845, "Kirsten_Prout", 284, 1
n004846, "Kirstie_Allsopp", 458, 1
n004847, "Kirsty_Gallacher", 375, 1
n004848, "Kirsty_Hume", 298, 1
n004849, "Kissie", 399, 1
n004850, "Klaas_Heufer-Umlauf", 457, 0
n004851, "Klaas-Jan_Huntelaar", 453, 1
n004852, "Klara_Koukalova", 292, 1
n004853, "Klaus_Kleinfeld", 220, 1
n004854, "Klaus_Topfer", 352, 1
n004855, "Klaus_Wowereit", 340, 1
n004856, "Kledi_Kadiu", 300, 1
n004857, "Kliff_Kingsbury", 355, 1
n004858, "Klara_Issova", 338, 1
n004859, "Knut_Arild_Hareide", 468, 1
n004860, "Ko_Eun-ah", 259, 1
n004861, "Kobe_Bryant", 223, 1
n004862, "Koel_Mallick", 384, 1
n004863, "Koen_Verweij", 324, 1
n004864, "Koharu_Kusumi", 393, 1
n004865, "Koit_Toome", 269, 1
n004866, "Koke", 354, 1
n004867, "Kolbeinn_Sigthorsson", 314, 1
n004868, "Kolinda_Grabar-Kitarovic", 488, 1
n004869, "Koncz_Zsuzsa", 342, 1
n004870, "Koni_Lui", 235, 1
n004871, "Konnie_Huq", 476, 1
n004872, "Konstantin_Wecker", 368, 1
n004873, "Konstantinos_Mitroglou", 317, 1
n004874, "Koo_Ja-Cheol", 393, 1
n004875, "Kosovare_Asllani", 322, 1
n004876, "Kostas_Martakis", 360, 1
n004877, "Kou_Shibasaki", 226, 1
n004878, "Kourtney_Kardashian", 481, 1
n004879, "Kratika_Sengar", 406, 1
n004880, "Kris_Allen", 414, 1
n004881, "Kris_Aquino", 492, 1
n004882, "Kris_Commons", 364, 1
n004883, "Kris_Dim", 215, 1
n004884, "Kris_Humphries", 442, 1
n004885, "Kris_Kristofferson", 377, 0
n004886, "Kris_Lemche", 206, 1
n004887, "Kris_Letang", 391, 1
n004888, "Kris_Peeters", 521, 1
n004889, "Krisdayanti", 557, 1
n004890, "Krista_Kosonen", 249, 1
n004891, "Krista_Lahteenmaki", 303, 0
n004892, "Krista_Voda", 137, 1
n004893, "Kristanna_Loken", 415, 1
n004894, "Kristen_Alderson", 432, 1
n004895, "Kristen_Dalton", 349, 1
n004896, "Kristen_Renton", 369, 1
n004897, "Krister_Henriksson", 361, 1
n004898, "Kristian_Luuk", 259, 0
n004899, "Kristiina_Ojuland", 289, 1
n004900, "Kristin_Bauer_van_Straten", 429, 1
n004901, "Kristin_Cavallari", 342, 1
n004902, "Kristin_Davis", 475, 1
n004903, "Kristin_Kaspersen", 375, 1
n004904, "Kristin_Kreuk", 490, 1
n004905, "Kristin_Scott_Thomas", 322, 0
n004906, "Kristina_Keneally", 360, 1
n004907, "Kristina_Mladenovic", 353, 1
n004908, "Kristina_Schroder", 491, 1
n004909, "Kristinia_DeBarge", 320, 1
n004910, "Kristoffer_Polaha", 309, 1
n004911, "Kristy_McNichol", 405, 0
n004912, "Kristyna_Leichtova", 280, 1
n004913, "Krysten_Ritter", 628, 1
n004914, "Krystle_Lina", 217, 1
n004915, "Krzysztof_Cugowski", 335, 0
n004916, "Krzysztof_Holowczyc", 450, 1
n004917, "Krzysztof_Ignaczak", 355, 1
n004918, "Krzysztof_Maczynski", 310, 1
n004919, "Krzysztof_Rutkowski", 436, 1
n004921, "Ksenia_Pervak", 188, 1
n004922, "Ksenia_Sukhinova", 364, 1
n004923, "Ksenija_Pajcin", 222, 1
n004924, "Kseniya_Sobchak", 418, 1
n004925, "Kubrat_Pulev", 284, 0
n004926, "Kulraj_Randhawa", 343, 1
n004927, "Kumar_Sangakkara", 391, 1
n004928, "Kumi_Koda", 389, 1
n004929, "Kunal_Khemu", 430, 1
n004930, "Kurara_Chibana", 285, 1
n004931, "Kurt_Asle_Arvesen", 210, 1
n004932, "Kurt_Elling", 271, 1
n004933, "Kurtley_Beale", 411, 1
n004934, "Kurtwood_Smith", 305, 1
n004935, "Kwon_Sang-woo", 451, 1
n004936, "Kwon_Yuri", 680, 1
n004937, "Ky-Mani_Marley", 322, 1
n004938, "Kyla_Pratt", 446, 1
n004939, "Kyle_Beckerman", 323, 1
n004940, "Kyle_Chandler", 527, 1
n004941, "Kyle_Eastwood", 292, 1
n004942, "Kyle_Korver", 400, 1
n004943, "Kyle_Lowder", 345, 1
n004944, "Kyle_Lowry", 415, 1
n004945, "Kyle_Schmid", 334, 0
n004946, "Kyle_Turris", 244, 1
n004947, "Kyle_Walker", 379, 1
n004948, "Kyousuke_Hamao", 451, 1
n004949, "Kyra_Sedgwick", 541, 1
n004950, "Kyriakos_Papadopoulos", 333, 1
n004951, "Kivanc_Tatlitug", 465, 1
n004952, "L.A._Reid", 413, 1
n004953, "LWren_Scott", 423, 1
n004954, "La_Fouine", 335, 1
n004955, "La_Grande_Sophie", 218, 1
n004956, "La_Mona_Jimenez", 296, 1
n004957, "La_Toya_Jackson", 584, 1
n004958, "LaKisha_Jones", 212, 1
n004959, "LaMarcus_Aldridge", 451, 1
n004960, "LaShawn_Merritt", 360, 1
n004961, "Lacey_Schwimmer", 305, 1
n004962, "Lachlan_Buchanan", 319, 1
n004963, "Lady_Bunny", 393, 1
n004964, "Lady_Isabella_Hervey", 265, 1
n004965, "Lady_Victoria_Hervey", 373, 1
n004966, "Lajon_Witherspoon", 300, 1
n004967, "Lake_Bell", 444, 1
n004968, "Lakhdar_Brahimi", 401, 1
n004969, "Lakshmi_Gopalaswamy", 347, 1
n004970, "Lakshmi_Menon", 341, 1
n004971, "Lalah_Hathaway", 354, 1
n004972, "Lali_Esposito", 360, 1
n004973, "Lalu_Prasad_Yadav", 388, 1
n004974, "Lam_Truong", 230, 1
n004975, "Lamar_Alexander", 309, 1
n004976, "Lamar_Odom", 412, 1
n004977, "Lambert_Wilson", 418, 1
n004978, "Lana_Jurcevic", 446, 1
n004979, "Lana_Parrilla", 503, 1
n004980, "Lance_Franklin", 399, 1
n004981, "Lance_Reddick", 341, 1
n004982, "Lane_Garrison", 311, 1
n004983, "Lansana_Kouyate", 237, 1
n004984, "Lapo_Elkann", 533, 1
n004985, "Lara_Arruabarrena", 278, 1
n004986, "Lara_Dickenmann", 364, 1
n004987, "Lara_Fabian", 425, 1
n004988, "Lara_Flynn_Boyle", 495, 1
n004989, "Lara_Gut", 304, 1
n004990, "Larenz_Tate", 487, 1
n004991, "Larisa_Dolina", 346, 1
n004992, "Larissa_Marolt", 504, 1
n004993, "Larry_Birkhead", 386, 1
n004994, "Larry_David", 470, 1
n004995, "Larry_Holmes", 282, 1
n004996, "Larry_the_Cable_Guy", 360, 1
n004997, "Lars_Eidinger", 345, 1
n004998, "Lars_Lokke_Rasmussen", 477, 1
n004999, "Lars_Ricken", 285, 0
n005000, "Lars_Riedel", 278, 1
n005001, "Lasith_Malinga", 426, 1
n005002, "Laura_Bertram", 224, 1
n005003, "Laura_Chiatti", 492, 1
n005004, "Laura_Codruta_Kovesi", 320, 1
n005005, "Laura_Cosoi", 441, 1
n005006, "Laura_Croft", 237, 1
n005007, "Laura_Harring", 454, 1
n005008, "Laura_Kirkpatrick", 217, 1
n005009, "Laura_Linney", 440, 1
n005010, "Laura_Osnes", 505, 1
n005011, "Laura_Robson", 487, 1
n005012, "Laura_Smet", 379, 1
n005013, "Laura_Tobin", 420, 1
n005014, "Laura_Vandervoort", 505, 1
n005015, "Laura_Whitmore", 647, 1
n005016, "Laure_Manaudou", 376, 1
n005017, "Lauren_Bush", 514, 1
n005018, "Lauren_Conrad", 676, 1
n005019, "Lauren_Gottlieb", 469, 1
n005020, "Lauren_Holly", 348, 1
n005021, "Lauren_Koslow", 373, 1
n005022, "Lauren_Pope", 577, 1
n005023, "Lauren_Santo_Domingo", 264, 1
n005024, "Lauren_Velez", 392, 1
n005025, "Lauren_Young", 305, 1
n005026, "Laurence_Fishburne", 439, 1
n005027, "Laurence_Fox", 351, 1
n005028, "Laurence_Leboeuf", 302, 1
n005029, "Laurence_Llewelyn-Bowen", 354, 1
n005030, "Laurence_Parisot", 424, 1
n005031, "Laurent_Blanc", 449, 1
n005032, "Laurent_Ciman", 299, 1
n005033, "Laurent_Delahousse", 269, 1
n005034, "Laurent_Gerra", 404, 1
n005035, "Laurent_Jalabert", 304, 1
n005036, "Laurent_Koscielny", 426, 1
n005037, "Laurent_Ruquier", 332, 1
n005038, "Laurent_Wauquiez", 310, 1
n005039, "Laurie_Anderson", 349, 1
n005040, "Laurie_David", 207, 1
n005041, "Laurie_Dhue", 191, 1
n005042, "Lauris_Reiniks", 323, 1
n005043, "Laury_Thilleman", 367, 1
n005044, "Lavinia_Longhi", 197, 1
n005045, "Lavinia_Vlasak", 363, 1
n005046, "Lawrence_Bender", 374, 1
n005047, "Lawrence_Gonzi", 371, 1
n005048, "Lawrence_Lessig", 294, 1
n005050, "Layne_Staley", 370, 1
n005051, "Lazaro_Hernandez", 227, 1
n005052, "Laar_Andras", 314, 1
n005053, "LeAnn_Rimes", 539, 1
n005054, "LeBron_James", 408, 1
n005055, "Lea_DeLaria", 382, 1
n005056, "Leah_Remini", 408, 1
n005057, "Leander_Paes", 483, 1
n005058, "Leandro_Damiao", 399, 1
n005059, "Leanne_Wood", 393, 1
n005060, "Lee_Ann_Womack", 392, 1
n005061, "Lee_Brice", 308, 1
n005062, "Lee_Cattermole", 354, 1
n005063, "Lee_Chae-young", 248, 1
n005064, "Lee_Chung-yong", 335, 1
n005065, "Lee_DeWyze", 397, 1
n005066, "Lee_Dong-gun", 370, 1
n005067, "Lee_Ha-nui", 385, 1
n005069, "Lee_Ji-ah", 418, 1
n005070, "Lee_Joon-gi", 326, 1
n005071, "Lee_Jung-jae", 324, 1
n005072, "Lee_Jung-jin", 357, 1
n005073, "Lee_Jong-suk", 314, 0
n005074, "Lee_McCulloch", 365, 1
n005075, "Lee_Mead", 383, 1
n005076, "Lee_Mi-sook", 348, 1
n005077, "Lee_Min-jung", 299, 1
n005078, "Lee_Myung-bak", 447, 1
n005079, "Lee_Sang-Woo", 370, 1
n005080, "Lee_Sun-yeol", 579, 1
n005081, "Lee_Westwood", 457, 1
n005082, "Lee_Yeon-hee", 535, 1
n005083, "Lee_Yo-won", 302, 1
n005084, "Lee_Yong-dae", 441, 1
n005085, "Lee_Yoon-ji", 464, 1
n005086, "Lee_Young-ae", 530, 1
n005087, "Leeann_Tweeden", 418, 1
n005088, "Leena_Chandavarkar", 252, 0
n005089, "Leeteuk", 696, 1
n005090, "Leeza_Gibbons", 376, 1
n005091, "Leif_Ove_Andsnes", 233, 1
n005092, "Leigh_Griffiths", 433, 1
n005093, "Leigh-Allyn_Baker", 301, 1
n005094, "Leighton_Baines", 473, 1
n005095, "Leila_Lopes", 450, 1
n005096, "Leisha_Hailey", 335, 1
n005097, "Lekha_Washington", 304, 1
n005098, "Lela_Rochon", 384, 1
n005099, "Lemmy", 308, 1
n005100, "Len_McCluskey", 269, 1
n005101, "Len_Wiseman", 431, 0
n005102, "Lena_Adelsohn_Liljeroth", 349, 1
n005103, "Lena_Meyer-Landrut", 488, 1
n005104, "Lena_Olin", 401, 0
n005105, "Lenda_Murray", 324, 1
n005106, "Lene_Espersen", 363, 1
n005107, "Lene_Marlin", 281, 1
n005108, "Lene_Mykjaland", 231, 1
n005109, "Lenka_Dusilova", 264, 1
n005110, "Lennox_Lewis", 418, 1
n005111, "Lenny_Hayes", 266, 1
n005112, "Lenny_Henry", 419, 0
n005113, "Leo_Komarov", 287, 1
n005114, "Leo_Sayer", 315, 0
n005115, "Leo_Varadkar", 517, 1
n005116, "Leon_Lai", 407, 1
n005117, "Leon_Osman", 319, 1
n005118, "Leona_Aglukkaq", 246, 1
n005119, "Leona_Cavalli", 403, 1
n005120, "Leonard_Cohen", 344, 0
n005121, "Leonard_Doroftei", 361, 1
n005122, "Leonard_Lansink", 358, 0
n005123, "Leonardo_DiCaprio", 339, 0
n005124, "Leonardo_Sbaraglia", 525, 1
n005125, "Leonor,_Princess_of_Asturias", 650, 1
n005126, "Leonora_Balcarce", 367, 1
n005127, "Leonora_Jakupi", 324, 1
n005128, "Leontien_van_Moorsel", 328, 1
n005129, "Leos_Mares", 519, 1
n005130, "Les_Dennis", 395, 1
n005131, "Les_Ferdinand", 293, 1
n005132, "Les_Miles", 364, 1
n005133, "Lesley_Garrett", 352, 1
n005134, "Lesli_Kay", 373, 1
n005135, "Leslie_Mandoki", 392, 0
n005136, "Leslie_Moonves", 396, 0
n005137, "Lesly_Masson", 173, 0
n005138, "Leszek_Balcerowicz", 462, 1
n005139, "Leszek_Lichota", 375, 1
n005140, "Leticia_Van_de_Putte", 335, 1
n005141, "Leticia_Birkheuer", 419, 1
n005142, "Leticia_Sabatella", 519, 1
n005143, "Levan_Kenia", 108, 1
n005144, "Levan_Kobiashvili", 214, 1
n005145, "Levona_Lewis", 168, 0
n005146, "Lewis_Black", 273, 1
n005147, "Lewis_Holtby", 438, 1
n005148, "Lewis_Jetta", 248, 0
n005149, "Lewis_Moody", 391, 1
n005150, "Lexa_Doig", 289, 1
n005151, "Lexi_Ainsworth", 373, 1
n005152, "Leymah_Gbowee", 339, 1
n005153, "Leila_Bekhti", 475, 1
n005157, "Li_Xiaoxia", 233, 0
n005158, "Liam_McIntyre", 371, 1
n005159, "Liam_Neeson", 527, 0
n005160, "Liana_Mendoza", 230, 1
n005161, "Liane_Foly", 285, 1
n005162, "Lidia_Kopania", 463, 1
n005163, "Lien_Van_De_Kelder", 273, 1
n005164, "Liev_Schreiber", 580, 1
n005165, "Ligia_Petit", 197, 1
n005166, "Lil_Flip", 209, 1
n005167, "Lil_Kim", 536, 1
n005168, "Lili_Estefan", 452, 1
n005169, "Lilia_Kopylova", 346, 1
n005170, "Lilian_Garcia", 366, 1
n005171, "Lilian_Thuram", 216, 1
n005172, "Lillete_Dubey", 330, 1
n005173, "Lilli_Gruber", 333, 1
n005174, "Lilli_Schwarzkopf", 206, 1
n005175, "Lily_Aldridge", 649, 1
n005176, "Lily_Donaldson", 620, 1
n005177, "Lim_Guan_Eng", 215, 1
n005178, "Lim_Kit_Siang", 347, 1
n005179, "Lin_Dan", 469, 0
n005180, "Linda_Evangelista", 589, 1
n005181, "Linda_Hogan", 397, 0
n005182, "Linda_Lindorff", 293, 1
n005183, "Linda_Sembrant", 260, 1
n005184, "Linda_Sundblad", 250, 1
n005185, "Lindiwe_Mazibuko", 255, 1
n005186, "Lindsay_Pulsipher", 327, 1
n005187, "Lindsay_Whalen", 321, 1
n005188, "Lindsey_Buckingham", 391, 0
n005189, "Lindsey_McKeon", 290, 1
n005190, "Lindsey_Shaw", 425, 1
n005191, "Lindsey_Wixson", 606, 1
n005192, "Line_Verndal", 162, 1
n005193, "Lino_Cervar", 115, 1
n005194, "Linsey_Godfrey", 325, 1
n005195, "Linus_Gerdemann", 311, 1
n005196, "Linus_Roache", 417, 1
n005197, "Lionel_Jospin", 401, 1
n005198, "Lisa_Ann_Walter", 424, 1
n005199, "Lisa_Fitz", 271, 1
n005200, "Lisa_Foiles", 409, 1
n005201, "Lisa_Hanna", 274, 1
n005202, "Lisa_Lampanelli", 443, 1
n005203, "Lisa_Leslie", 342, 1
n005204, "Lisa_Ling", 427, 1
n005205, "Lisa_LoCicero", 388, 1
n005206, "Lisa_Marie_Presley", 516, 1
n005207, "Lisa_Maxwell", 364, 1
n005208, "Lisa_Murkowski", 373, 1
n005209, "Lisa_Opie", 218, 1
n005210, "Lisa_Origliasso", 369, 1
n005211, "Lisa_Raitt", 318, 1
n005212, "Lisa_Stansfield", 395, 1
n005213, "Lisalla_Montenegro", 406, 1
n005214, "Little_Freddie_King", 177, 1
n005215, "Litzy", 305, 1
n005216, "Liu_Yan", 323, 1
n005217, "Liv_Boeree", 380, 1
n005218, "Liv_Kristine", 343, 1
n005219, "Liv_Tyler", 591, 1
n005220, "Livinia_Nixon", 215, 1
n005221, "Liviu_Dragnea", 393, 1
n005222, "Liz_Fuller", 365, 1
n005223, "Liz_Goldwyn", 430, 1
n005224, "Liz_Phair", 287, 1
n005225, "Liza_Huber", 241, 0
n005226, "Liza_Minnelli", 489, 0
n005227, "Lleyton_Hewitt", 526, 1
n005228, "Lluis_Homar", 438, 1
n005229, "Lluis_Llach", 332, 1
n005230, "Logan_Browning", 359, 1
n005231, "Lola_Herrera", 333, 1
n005232, "Lola_Marceli", 286, 1
n005233, "Lolita_Davidovich", 279, 0
n005234, "Loni_Love", 381, 1
n005235, "Lonneke_Engel", 349, 1
n005236, "Loredana_Berte", 342, 1
n005237, "Loredana_Errore", 235, 1
n005238, "Loredana_Lecciso", 350, 1
n005239, "Lorella_Cuccarini", 385, 1
n005240, "Loren_Legarda", 466, 1
n005241, "Lorenzo_Borghese", 232, 1
n005242, "Lorenzo_Insigne", 375, 1
n005243, "Lorenzo_Silva", 261, 1
n005244, "Loretta_Goggi", 322, 1
n005245, "Lorik_Cana", 329, 1
n005246, "Lorna_Fitzgerald", 320, 1
n005247, "Lorna_Tolentino", 349, 1
n005248, "Lorne_Michaels", 318, 1
n005249, "Lorraine_Kelly", 619, 1
n005250, "Lorraine_Pascale", 339, 1
n005251, "Lorraine_Toussaint", 424, 1
n005252, "Lorrie_Morgan", 328, 1
n005253, "Lotta_Engberg", 391, 1
n005254, "Lotta_Schelin", 452, 1
n005255, "Lou_Dobbs", 282, 1
n005256, "Lou_Holtz", 231, 1
n005257, "Lou_Lamoriello", 293, 1
n005258, "Lou_Lesage", 285, 1
n005259, "Louie_Anderson", 341, 1
n005260, "Louie_Gohmert", 305, 1
n005261, "Louie_McCarthy-Scarsbrook", 220, 1
n005262, "Louie_Spence", 491, 1
n005263, "Louis_Gallois", 405, 1
n005264, "Louis_Garrel", 420, 1
n005265, "Louis_Gossett_Jr.", 343, 1
n005266, "Louis_Koo", 515, 1
n005267, "Louis_Saha", 278, 1
n005268, "Louis_Van_Amstel", 322, 1
n005269, "Louis_Walsh", 529, 1
n005270, "Louis_van_Gaal", 476, 1
n005271, "Louis-Jose_Houde", 299, 1
n005272, "Louisa_Krause", 303, 1
n005273, "Louise_Glover", 361, 1
n005274, "Louise_Hoffsten", 283, 1
n005275, "Louise_Minchin", 386, 1
n005276, "Louise_Monot", 280, 1
n005277, "Louise_Redknapp", 517, 1
n005278, "Lovasi_Andras", 309, 1
n005279, "Lovi_Poe", 522, 1
n005280, "Low_Ki", 206, 0
n005281, "Loick_Peyron", 264, 1
n005282, "Lu_Parker", 250, 0
n005283, "LuAnn_de_Lesseps", 534, 1
n005284, "Luana_Piovani", 302, 1
n005285, "Lubomir_Zaoralek", 463, 1
n005286, "Luc_Alphand", 239, 1
n005287, "Luc_Chatel", 416, 1
n005288, "Luc_Ferry", 325, 1
n005289, "Luc_Robitaille", 370, 1
n005290, "Luca_Argentero", 491, 1
n005291, "Luca_Calvani", 337, 1
n005292, "Luca_Cordero_di_Montezemolo", 593, 1
n005293, "Luca_Marin", 277, 1
n005294, "Luca_Parmitano", 270, 0
n005295, "Luca_Toni", 425, 1
n005296, "Lucas_Alcaraz", 320, 1
n005297, "Lucas_Barrios", 398, 1
n005298, "Lucas_Biglia", 354, 1
n005299, "Lucas_Leiva", 400, 1
n005300, "Lucas_Neill", 390, 1
n005301, "Lucia_Soralova", 266, 0
n005302, "Luciana_Aymar", 372, 1
n005303, "Luciana_Barroso", 468, 0
n005304, "Luciana_Curtis", 274, 1
n005305, "Luciana_Littizzetto", 571, 1
n005306, "Luciana_Paluzzi", 256, 0
n005307, "Luciana_Salazar", 443, 1
n005308, "Luciano_Burti", 146, 1
n005309, "Luciano_Huck", 333, 1
n005310, "Luciano_Pereyra", 360, 1
n005311, "Luciano_Spalletti", 425, 1
n005312, "Lucie_Bila", 564, 0
n005313, "Lucie_Hradecka", 403, 1
n005314, "Lucie_Jones", 407, 1
n005315, "Lucie_Silvas", 235, 1
n005316, "Lucien_Favre", 442, 0
n005317, "Lucinha_Lins", 285, 1
n005318, "Lucy_Watson", 588, 1
n005319, "Lucia_Mendez", 479, 0
n005320, "Ludovic_Obraniak", 419, 1
n005321, "Ludvig_Rensfeldt", 239, 1
n005322, "Luigi_Lo_Cascio", 359, 1
n005323, "Luigi_de_Magistris", 493, 1
n005324, "Luis_Advincula", 272, 1
n005325, "Luis_Aragones", 301, 1
n005326, "Luis_Armando_Reynoso", 133, 0
n005327, "Luis_Enrique", 300, 1
n005328, "Luis_Ernesto_Franco", 208, 0
n005329, "Luis_Ernesto_Michel", 219, 1
n005330, "Luis_Fernando_Suarez", 412, 1
n005331, "Luis_Manzano", 341, 1
n005332, "Luis_Piedrahita", 276, 1
n005333, "Luis_Scola", 374, 1
n005334, "Luis_Suarez", 614, 0
n005335, "Luis_Tosar", 503, 1
n005336, "Luis_Zubeldia", 332, 1
